    0.1086214600E-08    0.1086214600E-08    0.1629321900E-08         1
    0.1086214600E-08    0.1357768250E-08    0.1900875550E-08         1
    0.1221991425E-08    0.1221991425E-08    0.2036652375E-08         1
    0.1221991425E-08    0.1493545075E-08    0.1765098725E-08         1
    0.1357768250E-08    0.1086214600E-08    0.1900875550E-08         1
    0.1357768250E-08    0.1357768250E-08    0.1629321900E-08         1
    0.1493545075E-08    0.1221991425E-08    0.1765098725E-08         1
    0.1493545075E-08    0.1493545075E-08    0.2036652375E-08         1
    0.1086214600E-08    0.1086214600E-08    0.2172429200E-08         1
    0.1086214600E-08    0.1357768250E-08    0.2443982850E-08         1
    0.1221991425E-08    0.1221991425E-08    0.2579759675E-08         1
    0.1221991425E-08    0.1493545075E-08    0.2308206025E-08         1
    0.1357768250E-08    0.1086214600E-08    0.2443982850E-08         1
    0.1357768250E-08    0.1357768250E-08    0.2172429200E-08         1
    0.1493545075E-08    0.1221991425E-08    0.2308206025E-08         1
    0.1493545075E-08    0.1493545075E-08    0.2579759675E-08         1
    0.1086214600E-08    0.1629321900E-08    0.0000000000E+00         1
    0.1086214600E-08    0.1900875550E-08    0.2715536500E-09         1
    0.1221991425E-08    0.1765098725E-08    0.4073304750E-09         1
    0.1221991425E-08    0.2036652375E-08    0.1357768250E-09         1
    0.1357768250E-08    0.1629321900E-08    0.2715536500E-09         1
    0.1357768250E-08    0.1900875550E-08    0.0000000000E+00         1
    0.1493545075E-08    0.1765098725E-08    0.1357768250E-09         1
    0.1493545075E-08    0.2036652375E-08    0.4073304750E-09         1
    0.1086214600E-08    0.1629321900E-08    0.5431073000E-09         1
    0.1086214600E-08    0.1900875550E-08    0.8146609500E-09         1
    0.1221991425E-08    0.1765098725E-08    0.9504377750E-09         1
    0.1221991425E-08    0.2036652375E-08    0.6788841250E-09         1
    0.1357768250E-08    0.1629321900E-08    0.8146609500E-09         1
    0.1357768250E-08    0.1900875550E-08    0.5431073000E-09         1
    0.1493545075E-08    0.1765098725E-08    0.6788841250E-09         1
    0.1493545075E-08    0.2036652375E-08    0.9504377750E-09         1
    0.1086214600E-08    0.1629321900E-08    0.1086214600E-08         1
    0.1086214600E-08    0.1900875550E-08    0.1357768250E-08         1
    0.1221991425E-08    0.1765098725E-08    0.1493545075E-08         1
    0.1221991425E-08    0.2036652375E-08    0.1221991425E-08         1
    0.1357768250E-08    0.1629321900E-08    0.1357768250E-08         1
    0.1357768250E-08    0.1900875550E-08    0.1086214600E-08         1
    0.1493545075E-08    0.1765098725E-08    0.1221991425E-08         1
    0.1493545075E-08    0.2036652375E-08    0.1493545075E-08         1
    0.1086214600E-08    0.1629321900E-08    0.1629321900E-08         1
    0.1086214600E-08    0.1900875550E-08    0.1900875550E-08         1
    0.1221991425E-08    0.1765098725E-08    0.2036652375E-08         1
    0.1221991425E-08    0.2036652375E-08    0.1765098725E-08         1
    0.1357768250E-08    0.1629321900E-08    0.1900875550E-08         1
    0.1357768250E-08    0.1900875550E-08    0.1629321900E-08         1
    0.1493545075E-08    0.1765098725E-08    0.1765098725E-08         1
    0.1493545075E-08    0.2036652375E-08    0.2036652375E-08         1
    0.1086214600E-08    0.1629321900E-08    0.2172429200E-08         1
    0.1086214600E-08    0.1900875550E-08    0.2443982850E-08         1
    0.1221991425E-08    0.1765098725E-08    0.2579759675E-08         1
    0.1221991425E-08    0.2036652375E-08    0.2308206025E-08         1
    0.1357768250E-08    0.1629321900E-08    0.2443982850E-08         1
    0.1357768250E-08    0.1900875550E-08    0.2172429200E-08         1
    0.1493545075E-08    0.1765098725E-08    0.2308206025E-08         1
    0.1493545075E-08    0.2036652375E-08    0.2579759675E-08         1
    0.1629321900E-08    0.0000000000E+00    0.0000000000E+00         1
    0.1629321900E-08    0.2715536500E-09    0.2715536500E-09         1
    0.1765098725E-08    0.1357768250E-09    0.4073304750E-09         1
    0.1765098725E-08    0.4073304750E-09    0.1357768250E-09         1
    0.1900875550E-08    0.0000000000E+00    0.2715536500E-09         1
    0.1900875550E-08    0.2715536500E-09    0.0000000000E+00         1
    0.2036652375E-08    0.1357768250E-09    0.1357768250E-09         1
    0.2036652375E-08    0.4073304750E-09    0.4073304750E-09         1
    0.1629321900E-08    0.0000000000E+00    0.5431073000E-09         1
    0.1629321900E-08    0.2715536500E-09    0.8146609500E-09         1
    0.1765098725E-08    0.1357768250E-09    0.9504377750E-09         1
    0.1765098725E-08    0.4073304750E-09    0.6788841250E-09         1
    0.1900875550E-08    0.0000000000E+00    0.8146609500E-09         1
    0.1900875550E-08    0.2715536500E-09    0.5431073000E-09         1
    0.2036652375E-08    0.1357768250E-09    0.6788841250E-09         1
    0.2036652375E-08    0.4073304750E-09    0.9504377750E-09         1
    0.1629321900E-08    0.0000000000E+00    0.1086214600E-08         1
    0.1629321900E-08    0.2715536500E-09    0.1357768250E-08         1
    0.1765098725E-08    0.1357768250E-09    0.1493545075E-08         1
    0.1765098725E-08    0.4073304750E-09    0.1221991425E-08         1
    0.1900875550E-08    0.0000000000E+00    0.1357768250E-08         1
    0.1900875550E-08    0.2715536500E-09    0.1086214600E-08         1
    0.2036652375E-08    0.1357768250E-09    0.1221991425E-08         1
    0.2036652375E-08    0.4073304750E-09    0.1493545075E-08         1
    0.1629321900E-08    0.0000000000E+00    0.1629321900E-08         1
    0.1629321900E-08    0.2715536500E-09    0.1900875550E-08         1
    0.1765098725E-08    0.1357768250E-09    0.2036652375E-08         1
    0.1765098725E-08    0.4073304750E-09    0.1765098725E-08         1
    0.1900875550E-08    0.0000000000E+00    0.1900875550E-08         1
    0.1900875550E-08    0.2715536500E-09    0.1629321900E-08         1
    0.2036652375E-08    0.1357768250E-09    0.1765098725E-08         1
    0.2036652375E-08    0.4073304750E-09    0.2036652375E-08         1
    0.1629321900E-08    0.0000000000E+00    0.2172429200E-08         1
    0.1629321900E-08    0.2715536500E-09    0.2443982850E-08         1
    0.1765098725E-08    0.1357768250E-09    0.2579759675E-08         1
    0.1765098725E-08    0.4073304750E-09    0.2308206025E-08         1
    0.1900875550E-08    0.0000000000E+00    0.2443982850E-08         1
    0.1900875550E-08    0.2715536500E-09    0.2172429200E-08         1
    0.2036652375E-08    0.1357768250E-09    0.2308206025E-08         1
    0.2036652375E-08    0.4073304750E-09    0.2579759675E-08         1
    0.1629321900E-08    0.5431073000E-09    0.0000000000E+00         1
    0.1629321900E-08    0.8146609500E-09    0.2715536500E-09         1
    0.1765098725E-08    0.6788841250E-09    0.4073304750E-09         1
    0.1765098725E-08    0.9504377750E-09    0.1357768250E-09         1
    0.1900875550E-08    0.5431073000E-09    0.2715536500E-09         1
    0.1900875550E-08    0.8146609500E-09    0.0000000000E+00         1
    0.2036652375E-08    0.6788841250E-09    0.1357768250E-09         1
    0.2036652375E-08    0.9504377750E-09    0.4073304750E-09         1
    0.1629321900E-08    0.5431073000E-09    0.5431073000E-09         1
    0.1629321900E-08    0.8146609500E-09    0.8146609500E-09         1
    0.1765098725E-08    0.6788841250E-09    0.9504377750E-09         1
    0.1765098725E-08    0.9504377750E-09    0.6788841250E-09         1
    0.1900875550E-08    0.5431073000E-09    0.8146609500E-09         1
    0.1900875550E-08    0.8146609500E-09    0.5431073000E-09         1
    0.2036652375E-08    0.6788841250E-09    0.6788841250E-09         1
    0.2036652375E-08    0.9504377750E-09    0.9504377750E-09         1
    0.1629321900E-08    0.5431073000E-09    0.1086214600E-08         1
    0.1629321900E-08    0.8146609500E-09    0.1357768250E-08         1
    0.1765098725E-08    0.6788841250E-09    0.1493545075E-08         1
    0.1765098725E-08    0.9504377750E-09    0.1221991425E-08         1
    0.1900875550E-08    0.5431073000E-09    0.1357768250E-08         1
    0.1900875550E-08    0.8146609500E-09    0.1086214600E-08         1
    0.2036652375E-08    0.6788841250E-09    0.1221991425E-08         1
    0.2036652375E-08    0.9504377750E-09    0.1493545075E-08         1
    0.1629321900E-08    0.5431073000E-09    0.1629321900E-08         1
    0.1629321900E-08    0.8146609500E-09    0.1900875550E-08         1
    0.1765098725E-08    0.6788841250E-09    0.2036652375E-08         1
    0.1765098725E-08    0.9504377750E-09    0.1765098725E-08         1
    0.1900875550E-08    0.5431073000E-09    0.1900875550E-08         1
    0.1900875550E-08    0.8146609500E-09    0.1629321900E-08         1
    0.2036652375E-08    0.6788841250E-09    0.1765098725E-08         1
    0.2036652375E-08    0.9504377750E-09    0.2036652375E-08         1
    0.1629321900E-08    0.5431073000E-09    0.2172429200E-08         1
    0.1629321900E-08    0.8146609500E-09    0.2443982850E-08         1
    0.1765098725E-08    0.6788841250E-09    0.2579759675E-08         1
    0.1765098725E-08    0.9504377750E-09    0.2308206025E-08         1
    0.1900875550E-08    0.5431073000E-09    0.2443982850E-08         1
    0.1900875550E-08    0.8146609500E-09    0.2172429200E-08         1
    0.2036652375E-08    0.6788841250E-09    0.2308206025E-08         1
    0.2036652375E-08    0.9504377750E-09    0.2579759675E-08         1
    0.1629321900E-08    0.1086214600E-08    0.0000000000E+00         1
    0.1629321900E-08    0.1357768250E-08    0.2715536500E-09         1
    0.1765098725E-08    0.1221991425E-08    0.4073304750E-09         1
    0.1765098725E-08    0.1493545075E-08    0.1357768250E-09         1
    0.1900875550E-08    0.1086214600E-08    0.2715536500E-09         1
    0.1900875550E-08    0.1357768250E-08    0.0000000000E+00         1
    0.2036652375E-08    0.1221991425E-08    0.1357768250E-09         1
    0.2036652375E-08    0.1493545075E-08    0.4073304750E-09         1
    0.1629321900E-08    0.1086214600E-08    0.5431073000E-09         1
    0.1629321900E-08    0.1357768250E-08    0.8146609500E-09         1
    0.1765098725E-08    0.1221991425E-08    0.9504377750E-09         1
    0.1765098725E-08    0.1493545075E-08    0.6788841250E-09         1
    0.1900875550E-08    0.1086214600E-08    0.8146609500E-09         1
    0.1900875550E-08    0.1357768250E-08    0.5431073000E-09         1
    0.2036652375E-08    0.1221991425E-08    0.6788841250E-09         1
    0.2036652375E-08    0.1493545075E-08    0.9504377750E-09         1
    0.1629321900E-08    0.1086214600E-08    0.1086214600E-08         1
    0.1629321900E-08    0.1357768250E-08    0.1357768250E-08         1
    0.1765098725E-08    0.1221991425E-08    0.1493545075E-08         1
    0.1765098725E-08    0.1493545075E-08    0.1221991425E-08         1
    0.1900875550E-08    0.1086214600E-08    0.1357768250E-08         1
    0.1900875550E-08    0.1357768250E-08    0.1086214600E-08         1
    0.2036652375E-08    0.1221991425E-08    0.1221991425E-08         1
    0.2036652375E-08    0.1493545075E-08    0.1493545075E-08         1
    0.1629321900E-08    0.1086214600E-08    0.1629321900E-08         1
    0.1629321900E-08    0.1357768250E-08    0.1900875550E-08         1
    0.1765098725E-08    0.1221991425E-08    0.2036652375E-08         1
    0.1765098725E-08    0.1493545075E-08    0.1765098725E-08         1
    0.1900875550E-08    0.1086214600E-08    0.1900875550E-08         1
    0.1900875550E-08    0.1357768250E-08    0.1629321900E-08         1
    0.2036652375E-08    0.1221991425E-08    0.1765098725E-08         1
    0.2036652375E-08    0.1493545075E-08    0.2036652375E-08         1
    0.1629321900E-08    0.1086214600E-08    0.2172429200E-08         1
    0.1629321900E-08    0.1357768250E-08    0.2443982850E-08         1
    0.1765098725E-08    0.1221991425E-08    0.2579759675E-08         1
    0.1765098725E-08    0.1493545075E-08    0.2308206025E-08         1
    0.1900875550E-08    0.1086214600E-08    0.2443982850E-08         1
    0.1900875550E-08    0.1357768250E-08    0.2172429200E-08         1
    0.2036652375E-08    0.1221991425E-08    0.2308206025E-08         1
    0.2036652375E-08    0.1493545075E-08    0.2579759675E-08         1
    0.1629321900E-08    0.1629321900E-08    0.0000000000E+00         1
    0.1629321900E-08    0.1900875550E-08    0.2715536500E-09         1
    0.1765098725E-08    0.1765098725E-08    0.4073304750E-09         1
    0.1765098725E-08    0.2036652375E-08    0.1357768250E-09         1
    0.1900875550E-08    0.1629321900E-08    0.2715536500E-09         1
    0.1900875550E-08    0.1900875550E-08    0.0000000000E+00         1
    0.2036652375E-08    0.1765098725E-08    0.1357768250E-09         1
    0.2036652375E-08    0.2036652375E-08    0.4073304750E-09         1
    0.1629321900E-08    0.1629321900E-08    0.5431073000E-09         1
    0.1629321900E-08    0.1900875550E-08    0.8146609500E-09         1
    0.1765098725E-08    0.1765098725E-08    0.9504377750E-09         1
    0.1765098725E-08    0.2036652375E-08    0.6788841250E-09         1
    0.1900875550E-08    0.1629321900E-08    0.8146609500E-09         1
    0.1900875550E-08    0.1900875550E-08    0.5431073000E-09         1
    0.2036652375E-08    0.1765098725E-08    0.6788841250E-09         1
    0.2036652375E-08    0.2036652375E-08    0.9504377750E-09         1
    0.1629321900E-08    0.1629321900E-08    0.1086214600E-08         1
    0.1629321900E-08    0.1900875550E-08    0.1357768250E-08         1
    0.1765098725E-08    0.1765098725E-08    0.1493545075E-08         1
    0.1765098725E-08    0.2036652375E-08    0.1221991425E-08         1
    0.1900875550E-08    0.1629321900E-08    0.1357768250E-08         1
    0.1900875550E-08    0.1900875550E-08    0.1086214600E-08         1
    0.2036652375E-08    0.1765098725E-08    0.1221991425E-08         1
    0.2036652375E-08    0.2036652375E-08    0.1493545075E-08         1
    0.1629321900E-08    0.1629321900E-08    0.1629321900E-08         1
    0.1629321900E-08    0.1900875550E-08    0.1900875550E-08         1
    0.1765098725E-08    0.1765098725E-08    0.2036652375E-08         1
    0.1765098725E-08    0.2036652375E-08    0.1765098725E-08         1
    0.1900875550E-08    0.1629321900E-08    0.1900875550E-08         1
    0.1900875550E-08    0.1900875550E-08    0.1629321900E-08         1
    0.2036652375E-08    0.1765098725E-08    0.1765098725E-08         1
    0.2036652375E-08    0.2036652375E-08    0.2036652375E-08         1
    0.1629321900E-08    0.1629321900E-08    0.2172429200E-08         1
    0.1629321900E-08    0.1900875550E-08    0.2443982850E-08         1
    0.1765098725E-08    0.1765098725E-08    0.2579759675E-08         1
    0.1765098725E-08    0.2036652375E-08    0.2308206025E-08         1
    0.1900875550E-08    0.1629321900E-08    0.2443982850E-08         1
    0.1900875550E-08    0.1900875550E-08    0.2172429200E-08         1
    0.2036652375E-08    0.1765098725E-08    0.2308206025E-08         1
    0.2036652375E-08    0.2036652375E-08    0.2579759675E-08         1
